timestamp,satellite_id,orbit_position,in_eclipse,power,temperature,batteryHealth,signalStrength,memoryUsage,anomaly,anomaly_parameter,root_cause
2024-12-24 10:17:53.235401,SAT-001,0.0,0,89.54099802290617,25.205888952290984,95.36456088105218,89.1736443606737,58.98902652623187,0,,
2024-12-24 10:27:53.235401,SAT-001,0.10526315789473684,0,92.90647360668258,32.435769071272816,95.34739315395689,88.60974848802137,66.99798480207471,0,,
2024-12-24 10:37:53.235401,SAT-001,0.21052631578947367,0,95.4032025556629,36.4714122904168,94.67820729132809,91.28537162807704,61.09871518355523,0,,
2024-12-24 10:47:53.235401,SAT-001,0.3157894736842105,1,75.8467352396608,34.632475775419,95.10719719214819,92.97027009111804,69.48399603948549,0,,
2024-12-24 10:57:53.235401,SAT-001,0.42105263157894735,1,72.79629277689881,29.44483610989345,94.3812557857157,92.72966530848785,71.50052446785173,0,,
2024-12-24 11:07:53.235401,SAT-001,0.5263157894736842,1,68.95174951510926,20.793597394919978,95.14254599266077,93.13508888737616,66.71685418960108,0,,
2024-12-24 11:17:53.235401,SAT-001,0.631578947368421,1,66.07023619428254,15.714540098957388,95.33388614780398,94.99436025701262,75.91680760467628,0,,
2024-12-24 11:27:53.235401,SAT-001,0.7368421052631579,0,85.46487804216333,15.369273769656601,94.2953855572078,94.16129877327799,73.67159209421601,0,,
2024-12-24 11:37:53.235401,SAT-001,0.8421052631578947,0,86.00085574617681,15.621457399302694,95.38870773999234,94.33325286161336,73.93737547390236,0,,
2024-12-24 11:47:53.235401,SAT-001,0.9473684210526315,0,86.6657986817027,21.48956466627174,94.93928172771727,90.90123632373894,72.52430945748598,0,,
2024-12-24 11:57:53.235401,SAT-001,0.05263157894736842,0,90.6249497206244,29.05856515144048,94.80956948599207,89.06496623081061,73.96372563493267,0,,
2024-12-24 12:07:53.235401,SAT-001,0.15789473684210525,0,94.04287223879369,35.89833982800944,95.59078470940445,90.22316461488943,75.80985288966906,0,,
2024-12-24 12:17:53.235401,SAT-001,0.2631578947368421,0,93.88278642963539,36.205033139420756,95.60534964311996,83.22247250889512,68.12908569151018,0,,
2024-12-24 12:27:53.235401,SAT-001,0.3684210526315789,1,74.19929735033367,33.111373764942215,94.40464144437264,82.45812718127237,70.4162602753474,0,,
2024-12-24 12:37:53.235401,SAT-001,0.47368421052631576,1,70.70551942739547,25.415139855566036,94.46312803031202,78.48787017580055,71.96539727144182,0,,
2024-12-24 12:47:53.235401,SAT-001,0.5789473684210527,1,68.27307310321899,17.246727194591898,95.34892594074489,78.66775801452927,67.89912147634932,0,,
2024-12-24 12:57:53.235401,SAT-001,0.6842105263157895,1,65.43181887897654,14.573036769596749,95.08723097048087,76.95292324268539,66.25595051188124,0,,
2024-12-24 13:07:53.235401,SAT-001,0.7894736842105263,0,84.55987179546149,15.427384593027085,94.73675312779575,71.19165883690282,61.90208776257779,0,,
2024-12-24 13:17:53.235401,SAT-001,0.8947368421052632,0,87.59790412888285,16.777391937466643,95.40240631183673,74.08590475343283,61.9797371550557,0,,
2024-12-24 13:27:53.235401,SAT-001,0.0,0,90.04508234353926,23.331720051296198,95.3285089356691,75.63191796884728,52.33247489494817,0,,
2024-12-24 13:37:53.235401,SAT-001,0.10526315789473684,0,93.19139963082233,34.207328688834075,95.08174128356413,79.48369769218958,50.661036055475094,0,,
2024-12-24 13:47:53.235401,SAT-001,0.21052631578947367,0,95.2931838095696,35.24759156982229,94.49309400648197,75.09379509117993,52.25004654891645,0,,
2024-12-24 13:57:53.235401,SAT-001,0.3157894736842105,1,74.4041590986571,33.536773922476094,94.5383483459663,81.82295711854762,53.77527069854829,0,,
2024-12-24 14:07:53.235401,SAT-001,0.42105263157894735,1,72.66148229787714,26.59395710285614,96.70401876514275,81.38605693815335,38.595105784932215,0,,
2024-12-24 14:17:53.235401,SAT-001,0.5263157894736842,1,69.69984883459678,23.536230188212652,95.06108690369754,84.01385480396154,43.79371541755808,0,,
2024-12-24 14:27:53.235401,SAT-001,0.631578947368421,1,68.3185689049134,15.88581388265317,94.4191423718931,86.1012864778155,44.43278080188703,0,,
2024-12-24 14:37:53.235401,SAT-001,0.7368421052631579,0,85.07269441777137,13.591161395439931,94.82404773939614,94.25009423654019,47.8024459955181,0,,
2024-12-24 14:47:53.235401,SAT-001,0.8421052631578947,0,85.93312419355735,16.538663653183793,95.09622235796543,93.25582430103665,43.85346387432408,0,,
2024-12-24 14:57:53.235401,SAT-001,0.9473684210526315,0,90.48485991396713,22.508830581754847,95.58970229448757,92.97256803100633,49.294798611924726,0,,
2024-12-24 15:07:53.235401,SAT-001,0.05263157894736842,0,91.62080460731337,27.48687695611504,94.72759737779671,97.60779191217463,48.52370034696468,0,,
2024-12-24 15:17:53.235401,SAT-001,0.15789473684210525,0,94.53188431218243,34.33421892457033,94.7478970206162,98.03340173461964,50.38192392837143,0,,
2024-12-24 15:27:53.235401,SAT-001,0.2631578947368421,0,95.54070107644363,37.29114543711212,94.94317945216471,93.87754888087808,50.37194642691701,0,,
2024-12-24 15:37:53.235401,SAT-001,0.3684210526315789,1,73.51025944220034,29.73130754364584,95.30098002542594,91.17143551228686,49.455250402459214,0,,
2024-12-24 15:47:53.235401,SAT-001,0.47368421052631576,1,68.95872113827159,24.69348559475214,95.88711796547832,92.86841673883691,53.304391260340566,0,,
2024-12-24 15:57:53.235401,SAT-001,0.5789473684210527,1,67.11969275527554,16.81013414148335,94.64105480791504,91.32280018565582,56.74084497256352,0,,
2024-12-24 16:07:53.235401,SAT-001,0.6842105263157895,1,65.95317897380738,14.275369794399891,95.30263902948137,90.00018313198666,51.99220130735182,0,,
2024-12-24 16:17:53.235401,SAT-001,0.7894736842105263,0,85.97661141599684,16.400772162787987,96.08855178382034,83.81671628799658,62.74596094880321,0,,
2024-12-24 16:27:53.235401,SAT-001,0.8947368421052632,0,87.556910680724,20.75504251238312,94.85443572537908,82.53828117570873,57.856080717909705,0,,
2024-12-24 16:37:53.235401,SAT-001,0.0,0,90.11988886316313,26.24520498048305,94.90552109991701,83.7925016190768,67.05134940254815,0,,
2024-12-24 16:47:53.235401,SAT-001,0.10526315789473684,0,92.41257693584264,32.138647840085845,94.96106715923212,75.68932138963129,69.1894430553328,0,,
2024-12-24 16:57:53.235401,SAT-001,0.21052631578947367,0,92.83152416096519,35.826832409391784,94.40781209096977,76.62420794428459,67.54081144699671,0,,
2024-12-24 17:07:53.235401,SAT-001,0.3157894736842105,1,74.55437949242192,32.13288306608784,95.57571985634014,78.68695840561237,71.5014991772255,0,,
2024-12-24 17:17:53.235401,SAT-001,0.42105263157894735,1,72.98552245069797,30.027000405856917,94.31015150385545,74.17853118610972,78.83994729093489,0,,
2024-12-24 17:27:53.235401,SAT-001,0.5263157894736842,1,70.4546252394934,21.373156771652983,94.67374621016377,76.97725981508914,74.695093270253,0,,
2024-12-24 17:37:53.235401,SAT-001,0.631578947368421,1,66.65004039025054,15.955094481795985,95.36061214313473,73.61966034020568,70.16958446242074,0,,
2024-12-24 17:47:53.235401,SAT-001,0.7368421052631579,0,84.76602255982894,16.543301312408666,94.9048278006623,73.35089796450012,72.01522322094378,0,,
2024-12-24 17:57:53.235401,SAT-001,0.8421052631578947,0,87.03181261653667,15.647408238038299,96.02788690443461,78.59192008469,76.0149290172447,0,,
2024-12-24 18:07:53.235401,SAT-001,0.9473684210526315,0,88.31911662996866,21.339339757793685,94.73903356684495,83.30037651589365,69.69438548308533,0,,
2024-12-24 18:17:53.235401,SAT-001,0.05263157894736842,0,90.21697274148295,29.392309724981626,95.67643230950893,85.00623978677129,70.94843458422203,0,,
2024-12-24 18:27:53.235401,SAT-001,0.15789473684210525,0,94.57380806333666,34.61430059875654,95.48528454089096,85.97412868933786,70.24240830153882,0,,
2024-12-24 18:37:53.235401,SAT-001,0.2631578947368421,0,94.71061142639714,35.62135368882949,95.10272732782416,92.5413304520373,71.40841718508318,0,,
2024-12-24 18:47:53.235401,SAT-001,0.3684210526315789,1,74.33863102964482,30.270587718015754,94.56015372328129,93.44067126893876,70.59439563044617,0,,
2024-12-24 18:57:53.235401,SAT-001,0.47368421052631576,1,70.25435906530616,25.023788990694655,94.07778615794373,93.21598465949252,67.46706564604146,0,,
2024-12-24 19:07:53.235401,SAT-001,0.5789473684210527,1,67.01201515019173,16.613472183331492,94.40503356811787,96.27644267867959,63.525449106352596,0,,
2024-12-24 19:17:53.235401,SAT-001,0.6842105263157895,1,65.735015564389,15.157605256628043,95.72506775776563,96.95306164005939,61.24703608103818,0,,
2024-12-24 19:27:53.235401,SAT-001,0.7894736842105263,0,85.35091579579671,13.502885379771339,94.47614328495536,95.04012574565897,60.282443413622836,0,,
2024-12-24 19:37:53.235401,SAT-001,0.8947368421052632,0,85.79456134076929,19.29070832687047,94.94078462311629,94.08841202632335,53.897392319944885,0,,
2024-12-24 19:47:53.235401,SAT-001,0.0,0,91.00606342926845,24.894464904997545,95.7996048678187,92.73325900903099,54.278833181959975,0,,
2024-12-24 19:57:53.235401,SAT-001,0.10526315789473684,0,94.95153942229182,30.43557935202338,94.29426138549965,90.86674137859548,51.577409227287895,0,,
2024-12-24 20:07:53.235401,SAT-001,0.21052631578947367,0,95.99180011540618,36.46281808523077,94.81665510319299,86.89745645300366,50.114120019223456,0,,
2024-12-24 20:17:53.235401,SAT-001,0.3157894736842105,1,76.21236208112977,32.1261897978668,94.74717065968188,87.94086861987195,48.16714134483204,0,,
2024-12-24 20:27:53.235401,SAT-001,0.42105263157894735,1,71.8004855487179,28.413797110354018,94.60819316251327,80.66778145257297,50.37279143809749,0,,
2024-12-24 20:37:53.235401,SAT-001,0.5263157894736842,1,69.53664948761552,20.933596950274154,94.54349438304037,76.74289205098184,46.52498229892834,0,,
2024-12-24 20:47:53.235401,SAT-001,0.631578947368421,1,66.06209388519503,15.626940738372607,94.91199936090811,77.07564174744049,43.91518627037235,0,,
2024-12-24 20:57:53.235401,SAT-001,0.7368421052631579,0,83.79672315877657,13.841152617308872,94.66621045970855,77.40954581699583,47.70396499083434,0,,
2024-12-24 21:07:53.235401,SAT-001,0.8421052631578947,0,86.09843358532395,16.938566110442512,94.46608801944943,73.66575064948357,45.919571432292464,0,,
2024-12-24 21:17:53.235401,SAT-001,0.9473684210526315,0,86.70441094538948,22.413849643782655,94.26596371272764,74.10575266125045,48.35883127145785,0,,
2024-12-24 21:27:53.235401,SAT-001,0.05263157894736842,0,90.46993096530534,29.41199844677695,95.5217312340505,76.4449578272189,46.18937667630357,0,,
2024-12-24 21:37:53.235401,SAT-001,0.15789473684210525,0,94.06800102484735,34.04788159039332,95.57566517591427,77.73149609953617,50.899932386536065,0,,
2024-12-24 21:47:53.235401,SAT-001,0.2631578947368421,0,94.86280176669722,35.99437003826502,94.52982012297043,77.7595612133584,49.14166466378855,0,,
2024-12-24 21:57:53.235401,SAT-001,0.3684210526315789,1,73.52011040604359,30.807976490903528,94.71693308175118,78.0562893995645,52.86306167305084,0,,
2024-12-24 22:07:53.235401,SAT-001,0.47368421052631576,1,71.90007438594877,25.051642314714908,94.99566155692004,78.07969892537612,54.87773029948968,0,,
2024-12-24 22:17:53.235401,SAT-001,0.5789473684210527,1,67.52783248040845,19.124039616175985,96.14798423379538,85.57985471558315,64.8965884547646,0,,
2024-12-24 22:27:53.235401,SAT-001,0.6842105263157895,1,65.6611042354306,13.49367361548452,94.86193216174368,86.4025146741671,56.554054780003675,0,,
2024-12-24 22:37:53.235401,SAT-001,0.7894736842105263,0,84.47939339838412,12.537722667545388,95.10705766831079,90.69406147382671,60.48120692059623,0,,
2024-12-24 22:47:53.235401,SAT-001,0.8947368421052632,0,86.97786045434788,17.84635077707927,94.91490523805804,90.09724629601253,67.24586809431065,0,,
2024-12-24 22:57:53.235401,SAT-001,0.0,0,88.86267073136452,24.272804872857265,94.41959449449728,93.18111701397339,68.10564517214924,0,,
2024-12-24 23:07:53.235401,SAT-001,0.10526315789473684,0,92.86984488057557,30.573230381594538,94.473664849046,94.96083987950523,71.10105247558963,0,,
2024-12-24 23:17:53.235401,SAT-001,0.21052631578947367,0,94.91913252606689,33.98161066018779,94.87224209220123,96.15856683431157,76.51244472178368,0,,
2024-12-24 23:27:53.235401,SAT-001,0.3157894736842105,1,75.79405786473983,33.34018183061127,94.15565781606026,96.11900842455057,72.36245481828418,0,,
2024-12-24 23:37:53.235401,SAT-001,0.42105263157894735,1,71.10814699756729,28.823895882446006,94.89765963881165,92.5428092553361,82.30956207965419,0,,
2024-12-24 23:47:53.235401,SAT-001,0.5263157894736842,1,68.36224949493187,23.157972661574615,94.32401806558687,92.18243680978892,74.39087349654152,0,,
2024-12-24 23:57:53.235401,SAT-001,0.631578947368421,1,63.80770594720279,14.697278517212354,94.82727234630245,86.93027194467254,77.34396321554291,0,,
2024-12-25 00:07:53.235401,SAT-001,0.7368421052631579,0,85.11669210286067,16.13625719023262,94.86129170839384,90.03183681767501,77.94073714383684,0,,
